entry,database,title,abstract,author_keywords,authors,authors_affiliations,publication_year,source_title,publisher,url,doi,query_date,processing_date
,ieeex,Story and Task Issue Analysis for Agile Machine Learning Projects,"The usage of Agile methodology in planning and executing machine learning (ML) and data science related software engineering projects is increasing. However, there are very few studies using real data on how effective such planning is or guidelines on how to plan such projects. In this paper, we analyze data taken from several software projects using Scrum tools. We compare the data for data science/ML and non-ML projects, in an attempt to understand if data science and ML projects are planned or executed any differently compared to normal software engineering projects. We also perform a story classification task using machine learning to analyze story logs for agile tasks for several teams. We find there are differences in what makes a good ML story as opposed to a non ML story. After analyzing this data, we propose a few ways in which software projects, whether machine learning related or not, can be better logged and executed using Scrum tools like Jira.",scrum;machine learning project;software engineering;agile methodology,K. Singla; T. M. Vinayak; A. S. Arpitha; C. Naik; J. Bose,"Samsung R&D Institute, Bangalore, India; Samsung R&D Institute, Bangalore, India; Samsung R&D Institute, Bangalore, India; Samsung R&D Institute, Bangalore, India; Samsung R&D Institute, Bangalore, India",2020,2020 IEEE-HYDCON,IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9242803,10.1109/HYDCON48903.2020.9242803,20230520-160000,20230521-044735
,ieeex,A Typical Practical Team Structure and Setup in Agile Software Development,"Agile software development provides a different approach to Agile projects. This approach emphasizes employing experienced and committed individuals. In this approach, team management is different from what the disciplined methods defined. In this condition, team organization, team members’ roles, and responsibilities, and project control methods need to be defined in a new form. Although some Agile methods define particular roles, it seems that team structure in Agile projects in real projects is different from what is expected. This paper aimed to propose a common team structure and setup for Agile teams in practice. Differences in the Agile and plan-driven approaches in software development lead to define new concepts such as team self-organization, on-site customer, leadership, and collaboration in Agile teams. Also, some new roles and responsibilities have been defined in Agile teams, including Technical Lead, Product Owner, Architecture Owner, Developer, etc.",Agile software development;Agile methods;Agile team;Agile team setup;Agile team structure,M. Afshari; T. J. Gandomani,"Data Science Research Center, Shahrekord University, Shahrekord, Iran; Department of Computer Science, Data Science Research Center, Shahrekord University, Shahrekord, Iran",2021,"2021 7th International Conference on Electrical, Electronics and Information Engineering (ICEEIE)",IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9616743,10.1109/ICEEIE52663.2021.9616743,20230520-160000,20230521-044735
,ieeex,A big data on private cloud agile provisioning framework based on OpenStack,"On the bases of the OpenStack private cloud delivery big data platform, numerous entities yearn for attaining agile and standardized big data delivery platform, reclaiming the resources, managing the total cost of ownership (TCO) and adapting to multiple big data open source or commercial off-the-shelf (COTS) solutions. Nevertheless, as regards the big data platform running on cloud computing, the big data platform is disintegrated from the cloud computing system by virtual machines since neither being based on OpenStack private cloud nor on big data platform can achieve end-to-end resource delivery, together with ensuring that it is quite convenient for the long-term operations. Accordingly, establishing an across framework between private cloud and big data platform is quite essential. The big data on cloud agile provision framework could realize fast resource delivery based on predefined orchestration template of private cloud, operating system, big data platform, monitor, inspection system, etc. Through the deployment of this framework, it is capable of attaining the delivery of agile, low cost, standardized and high adaptability the big data on cloud, as well as the high-quality operation of the big data on cloud with the help of integration configuration management database (CMDB) with the automatic inspection system.",cloud computing;agile resource provisioning;big data platform orchestration;inspection and rule engine,M. Lu; X. Zhou,"Infrastructure as a Service, BT/IT, Lenovo, Beijing, China; Infrastructure as a Service, BT/IT, Lenovo, Beijing, China",2018,2018 IEEE 3rd International Conference on Cloud Computing and Big Data Analysis (ICCCBDA),IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8386522,10.1109/ICCCBDA.2018.8386522,20230520-160000,20230521-044735
,ieeex,Research on Enterprise Agile High Potential Talent Identification System Based on Big Data Technology,"In the era of VUCA, enterprises need to quickly and accurately identify high-potential talents to achieve enterprise development and transformation. This article will talent radar, data, image, big data technologies, such as tendency analysis and Merce post evaluation methods, behavioral event interview, evaluation center technology and so on to carry on the organic combination, build agile high latent talent identification system, to establish high latent talent ability quality model, establish other agile high dive into the well path and the specification, as to provide theoretical basis for enterprise agile high latent talent identification.",VUCA agile;high potential talents;talent recognition system;competency model,M. Yang; W. Wang,"School of Management, Shanghai Sanda University, Shanghai, China; School of Economics and Management, Harbin University of Science and Technology, Harbin, China",2021,2021 9th International Conference on Orange Technology (ICOT),IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9680668,10.1109/ICOT54518.2021.9680668,20230520-160000,20230521-044735
,ieeex,"CRISP-DM for Data Science: Strengths, Weaknesses and Potential Next Steps","This paper explores the strengths and weaknesses of CRISP-DM when used for data science projects. The paper then explores what key actions data science teams using CRISP-DM should consider that addresses CRISP-DM’s weaknesses. In brief, CRISP-DM, which is the most popular framework teams use to execute data science projects, provides an easy to understand description of the data science project workflow (i.e., the data science life cycle). However, CRISP-DM’s project phases miss some key aspects of the data science project life cycle. In addition, CRISP-DM’s task-focused approach fails to address how a team should prioritize tasks, and in general, collaborate and communicate. Hence, this paper also describes how CRISP-DM could be combined with a team coordination framework, such as Scrum or Data Driven Scrum, which is a newer collaboration framework developed to address the unique data science coordination challenges.",,J. S. Saltz,Syracuse University,2021,2021 IEEE International Conference on Big Data (Big Data),IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9671634,10.1109/BigData52589.2021.9671634,20230520-160000,20230521-044735
,ieeex,Identifying and Addressing 6 Key Questions when Using Data Driven Scrum,"Data Driven Scrum (DDS) enables lean data science project agility and addresses the key challenges that have been identified when using Scrum in a data science context. However, little has been written with respect to the questions or challenges teams might encounter when trying to use DDS. Based on a survey of 18 team leads trying to use DDS, this paper describes six common questions teams might encounter when trying to implement DDS, as well as how to address these challenges.",,J. S. Saltz; A. Sutherland; T. Jombart,Syracuse University; Scrum Inc; London School of Hygiene & Tropical Medicine,2021,2021 IEEE International Conference on Big Data (Big Data),IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9671930,10.1109/BigData52589.2021.9671930,20230520-160000,20230521-044735
,ieeex,Analysis of Software Engineering for Agile Machine Learning Projects,"The number of machine learning, artificial intelligence or data science related software engineering projects using Agile methodology is increasing. However, there are very few studies on how such projects work in practice. In this paper, we analyze project issues tracking data taken from Scrum (a popular tool for Agile) for several machine learning projects. We compare this data with corresponding data from non-machine learning projects, in an attempt to analyze how machine learning projects are executed differently from normal software engineering projects. On analysis, we find that machine learning project issues use different kinds of words to describe issues, have higher number of exploratory or research oriented tasks as compared to implementation tasks, and have a higher number of issues in the product backlog after each sprint, denoting that it is more difficult to estimate the duration of machine learning project related tasks in advance. After analyzing this data, we propose a few ways in which Agile machine learning projects can be better logged and executed, given their differences with normal software engineering projects.",scrum;machine learning project;software engineering;agile methodology,K. Singla; J. Bose; C. Naik,"Samsung R&D Institute, Bangalore, India; Samsung R&D Institute, Bangalore, India; Samsung R&D Institute, Bangalore, India",2018,2018 15th IEEE India Council International Conference (INDICON),IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8987154,10.1109/INDICON45594.2018.8987154,20230520-160000,20230521-044735
,ieeex,When Edge Computing Meets Agile Software Development,"Agile development has been a common methodology in software development. In response to the covid-19, most software development teams choose to work remotely. As a result of the different network environments, the company cloud center network load cannot meet the requirements of remote development and fault tolerance requirements of the agile development process. We designed a mixed-method called the Edge Development approach for improving Agile software development during the decision-making process. The extensive literature review provided us with three categories of challenges as well as solutions to support Edge Development's decision-support process. In the light of the survey, Five main software development decision-making challenges were identified in this study. In addition, we made a series of recommendations to improve the decision-making process of Edge Development from a variety of perspectives.",Agile development;Edge computing;Edge development;Decision-making,L. Zhu; S. Song; Z. Xu; W. Wang; S. Peng; S. Hu,"Institute of Software Chinese Academy of Sciences, Beijing, China; Alibaba Cloud Big Data Application College, Zhuhai College of Science and Technology, Zhuhai, China; Academy of Management, Guangdong University of Science and Technology, Dongguan, China; Alibaba Cloud Big Data Application College, Zhuhai College of Science and Technology, Zhuhai, China; Zhuhai Yingying Technology Co., Ltd., Zhuhai, China; Institute of Data Science, City University of Macau, Macau, China",2022,"2022 4th International Conference on Communications, Information System and Computer Engineering (CISCE)",IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9851104,10.1109/CISCE55963.2022.9851104,20230520-160000,20230521-044735
,ieeex,A survey study of success factors in data science projects,"In recent years, the data science community has pursued excellence and made significant research efforts to develop advanced analytics, focusing on solving technical problems at the expense of organizational and socio-technical challenges. According to previous surveys on the state of data science project management, there is a significant gap between technical and organizational processes. In this article we present new empirical data from a survey to 237 data science professionals on the use of project management methodologies for data science. We provide additional profiling of the survey respondents’ roles and their priorities when executing data science projects. Based on this survey study, the main findings are: (1) Agile data science lifecycle is the most widely used framework, but only 25% of the survey participants state to follow a data science project methodology. (2) The most important success factors are precisely describing stakeholders’ needs, communicating the results to end-users, and team collaboration and coordination. (3) Professionals who adhere to a project methodology place greater emphasis on the project’s potential risks and pitfalls, version control, the deployment pipeline to production, and data security and privacy.",data science;survey;project management;factor analysis;success factors,I. Martinez; E. Viles; I. G. Olaizola,"Vicomtech Foundation, Basque Research and Technology Alliance, Donostia-San Sebastián, Spain; TECNUN School of Engineering, University of Navarra, Donostia-San Sebastián, Spain; Vicomtech Foundation, Basque Research and Technology Alliance, Donostia-San Sebastián, Spain",2021,2021 IEEE International Conference on Big Data (Big Data),IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9671588,10.1109/BigData52589.2021.9671588,20230520-160000,20230521-044735
,ieeex,Using Big Data Analytics to Create a Predictive Model for Joint Strike Fighter,"The amount of information needed to acquire knowledge on today's acquisition systems is growing exponentially due to more complex, higher resolution, software-intensive acquisition systems that need to operate in System-of-Systems (SoS), Family-of-Systems (FoS), Joint, and Coalition environments. Unfortunately, the tools and methods necessary to rapidly collect, aggregate, and analyze this information have not evolved as a whole in conjunction with this increased system complexity and, therefore, has made analysis and evaluation increasingly deficient and ineffective. The Test Resource Management Center's (TRMC's) vision is to build a DoD test and evaluation (T&E) knowledge management (KM) and analysis capability that leverages commercial big data analysis and cloud computing technologies to improve evaluation quality and reduce decision-making time. An evaluation revolution, starting with the Joint Strike Fighter (JSF) program, is underway to ensure the T&E community can support the demands of next-generation weapon systems.The true product of T&E is knowledge ascertained through the collection of information about a system or item under test. However, the T&E community's ability to provide this knowledge is hampered by more complex systems, more complex environments, and the need to be more agile in support of strategic initiatives, such as agile acquisition and the 3rd Offset Strategy. This increased complexity and need for speed cause delayed analysis and problems that go undetected during T&E. The primary reason for these shortfalls is antiquated tools and processes that make data hard to locate, aggregate, and convert into knowledge. In short, DoD has not evolved its evaluation infrastructure as its weapon systems have evolved.Conversely, commercial entities, such as medical observation and diagnosis, electric power distribution, retail, and industrial manufacturing, have embraced agility in their methodologies while modernizing analytics capabilities to keep up with the massive influx of data. Raw physical sensors could provide data, higher-quality image or video cameras, radio frequency identification (RFID) devices, faster data collectors, more detailed point-of-sale information or digitized records, and ultimately is providing more data to analysts in size and complexity than ever before. As more data has become available, an interrelated phenomenon is the desire of analysts to ask more detailed questions about their consumers and their business infrastructure. To drive the process of implementing big data analytics, businesses have begun establishing analytics centers which either take pre-defined business cases and apply methods to address them or implement existing knowledge within the data architecture to create a higher level of awareness to business groups or the company at-large. To meet these demands, data storage and computation architectures have become more sophisticated, dozens of technologies were developed for large-scale processing (such as Apache Hadoop or GreenPlum), and streaming architectures which allow data to be processed and actioned on in real-time as it is collected have become commonplace. The net result of these commercial best practices is a solid foundation for the DoD to transform how it uses data to achieve faster, better, and smarter decisions throughout the acquisition lifecycle.",Big Data;Data Analytics;Knowledge Management;Data Management;Virtualization;Cloud Computing;Predictive Maintainance;Department of Defense;Test and Evaluation,R. Norman; J. Bolin; E. T. Powell; S. Amin; J. Nacker,"Big Data and Knowledge Management, Test Resource Management Center (TRMC), Alexandria, VA; Big Data and Knowledge Management, Test Resource Management Center (TRMC), Alexandria, VA; Big Data and Knowledge Management, Test Resource Management Center (TRMC), Alexandria, VA; Joint Strike Fighter Program Office (JPO), Naval Air Systems Command (NAVAIR), Arlington, VA; Joint Strike Fighter Program Office (JPO), Naval Air Systems Command (NAVAIR), Arlington, VA",2018,2018 IEEE International Conference on Big Data (Big Data),IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8622388,10.1109/BigData.2018.8622388,20230520-160000,20230521-044735
,ieeex,Automotive Big Data Pipeline: Disaggregated Hyper-Converged Infrastructure vs Hyper-Converged Infrastructure,"Big data disrupts everything it touches, but automotive is probably one of the top industries that enjoy and leverage the benefits. The Automotive Big Data Pipeline (ABDP) is a Big Data pipeline base on the automotive use case and is required to scale up agile and high performance in real-time or in batch. Nonetheless, there're many alternative infrastructure designs but lack of knowledge, which fits the best for the automotive domain. It leads this paper into a question: What kinds of infrastructure design could provide better performance for the ABDP?In this paper, we introduce two well-known infrastructure designs called Hyper-Converged infrastructure (HCI) and Disaggregated Hyper-Converged infrastructure (DHCI). HCI combines standard data center hardware using locally attached storage resources to create fast, common building blocks. However, does single standard hardware fit all the requirements? DHCI scale independently from compute and storage provides an option. It provides a more cost-efficient and flexible solution; however, there is no comparison from the performance point of view. Therefore, to address it, our objective is to conduct an empirical performance comparison to see which one performs better.The experiment result shows that DHCI performs almost the same as HCI on CPU utilization, memory, and network consumption. However, regarding storage and running time metrics, DHCI performs slightly higher storage throughput, IOPs, and less running time than HCI.",,C. J. Wang; B. Kim,"R&D InfoTech Labs, Toyota Motor North America (TMNA), U.S.A; R&D InfoTech Labs, Toyota Motor North America (TMNA), U.S.A",2020,2020 IEEE International Conference on Big Data (Big Data),IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9378045,10.1109/BigData50022.2020.9378045,20230520-160000,20230521-044735
,ieeex,An Improved Agile Framework For Implementing Data Science Initiatives in the Government,"Implementing data mining projects in governmental organizations is emerging in the Middle East. The literature has been showing that there is a significant gap between the problems defined by the research in data mining and the problems in real world projects. The gap is to the level of semantics between the data scientists and the business users. Trying to fill this gap, we have developed an improved Agile data mining framework to fulfill the government business objectives and needs. The previous works had been claiming that handling such project is not yet mature in the region. For this an Agile implementation framework is required. We are also proposing a systematic way for identifying business problems as part of the framework. The process is Agile, so it would start from investigating the data set dimensions to identify business problems. It also allows early Business people cooperation with data scientist. We've applied the proposed framework in one of the Middle East government organizations. The business team and the data scientists have been showing their satisfaction regarding the results of using the proposed framework. The proposed framework have helped both business and data scientist to implement their first initiative in data mining. The proposed framework also helped in efficiently mapping the project with the core business objectives and problems using real world dataset.","data mining, data science, agile framework, business problems, business objectives",W. Qadadeh; S. Abdallah,"Faculty of Engineering and Information Technology, The British University in Dubai, Dubai, UAE; Faculty of Engineering and Information Technology, The British University in Dubai, Dubai, UAE",2020,2020 3rd International Conference on Information and Computer Technologies (ICICT),IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9092078,10.1109/ICICT50521.2020.00012,20230520-160000,20230521-044735
,ieeex,Building the federation of cloud service for big data,"The demand for agile and flexible business application for big data has sparked interest in using cloud computing technology. Due to the limitation of provider's capability and the magnanimity of task quantity for big data, a single cloud provider may not offer enough service resources. However, a service federation among multiple providers can effectively solve this problem. This paper proposes the framework of cloud federation and introduces the basic processes of building service federation among multiple cloud providers. Moreover, we propose a multi-objectives task assigning model in the federation. A genetic algorithm based heuristic approach is developed as the optimization method. Eventually, some simulation experiments are conducted to illustrate the effectiveness of the model.",cloud service;cloud federation;multiple objectives optimization;task assignment;genetic algorithm,J. Shu; C. Liang; B. Wang; J. Xu,"School of Management, Hefei University of Technology, Hefei, Anhui, China; School of Management, Hefei University of Technology, Hefei, Anhui, China; School of Management, Hefei University of Technology, Hefei, Anhui, China; School of Statistics and Applied Mathematics, Anhui University of Finance and Economics, Bengbu, Anhui, China",2018,2018 IEEE 3rd International Conference on Big Data Analysis (ICBDA),IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8367670,10.1109/ICBDA.2018.8367670,20230520-160000,20230521-044735
,ieeex,Improving Agile Development from Perspective of Design-Informing Model,"Agile development is usually used to solve the problem of inflexibility which the other project management models, like the Waterfall model and the V model, may meet. However, conventional agile development still faces many problems under rapid iterations. Frequent iteration lacks efficient communication a large community, resources to share information, and quality of product. For better project management, this article describes a method, called the design-informing model (DIM), to improve the agile development. The design-informing model consists of four parts, user mental mode, developer mental model, system model, and environmental model. At the end of the paper, some discussions will be conducted to evaluate DIM in practice.",project management;agile development;software engineering;model optimization,Z. Zhang,"University of Toronto, Toronto, Canada",2020,2020 International Conference on Computing and Data Science (CDS),IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9275950,10.1109/CDS49703.2020.00011,20230520-160000,20230521-044735
