entry,database,title,abstract,author_keywords,authors,authors_affiliations,publication_year,source_title,publisher,url,doi,query_date,processing_date
,wos,Agile manufacturing practices: the role of big data and business analytics with multiple case studies,"The purpose of this study was to examine the role of big data and business analytics (BDBA) in agile manufacturing practices. Literature has discussed the benefits and challenges related to the deployment of big data within operations and supply chains, but there has not been a study of the facilitating roles of BDBA in achieving an enhanced level of agile manufacturing practices. As a response to this gap, and drawing upon multiple qualitative case studies undertaken among four UK organisations, we present and validate a framework for the role of BDBA within agile manufacturing. The findings show that market turbulence has negative universal effects and that agile manufacturing enablers are being progressively deployed and aided by BDBA to yield better competitive and business performance objectives. Further, the level of intervention was found to differ across companies depending on the extent of deployment of BDBA, which accounts for variations in outcomes.",big data and business analytics; agile manufacturing; enablers; competitive advantage; performance,"Gunasekaran, A; Yusuf, YY; Adeleye, EO; Papadopoulos, T",California State University System; California State University Bakersfield; University of Central Lancashire; University of Kent,2018.0,INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,TAYLOR & FRANCIS LTD,,10.1080/00207543.2017.1395488,20230520-160000,20230521-044735
,wos,Application of Methodologies and Process Models in Big Data Projects,"The concept of Big Data is being used in different business sectors; however, it is not certain which methodologies and process models have been used for the development of these kind of projects. This paper presents a systematic literature review of studies reported between 2012 and 2017 related to agile and non-agile methodologies applied in Big Data projects. For validating our review process, a text mining method was used. The results reveal that since 2016 the number of articles that integrate the agile manifesto in Big Data project has increased, being Scrum the agile framework most commonly applied. We also found that 44% of articles obtained from a manual systematic literature review were automatically identified by applying text mining.",Agile Methodologies; Big Data; Systematic Literature Review; Text Mining,"Quelal, R; Mendoza, LE; Villavicencio, M",Escuela Superior Politecnica del Litoral; Simon Bolivar University,2019.0,"PROCEEDINGS OF THE 21ST INTERNATIONAL CONFERENCE ON ENTERPRISE INFORMATION SYSTEMS (ICEIS 2019), VOL 2",SCITEPRESS,,10.5220/0007729602770284,20230520-160000,20230521-044735
,wos,Enhanced Framework for Big Data Requirement Elicitation,"Requirement engineering is one of the software development life cycle phases; it has been recognized as an important phase for collecting and analyzing a system's goals. However, despite its importance, requirement engineering has several limitations such as incomplete requirements, vague requirements, lack of prioritization, and less user involvement, all of which affect requirement quality. With the emergence of big data technology, the complexity of big data, which is defined by large data volume, high velocity, and large data variety, has gradually increased, affecting the quality of big data software requirements. This study proposes a framework with four sequential phases to improve requirement engineering quality through big data software development. By integrating the proposed framework's phases in which user requirements are collected in a complete vision using traditional requirement elicitation techniques with agile methodology and mind mapping, the collected requirements are displayed via a graphical representation using mind maps to achieve high requirement accuracy with connectivity and modifiability, enabling the accurate prioritization of requirements implemented using agile SCRUM methodology. The proposed framework improves requirement quality in big data software development, which is represented by accuracy, completeness, connectivity, and modifiability to understand the value of the collected requirements and effectively affect the quality of the implementation phase.",Requirement engineering; big data requirement; agile methodology; mind mapping,"Hesham, A; Emam, OE; Salah, M",Egyptian Knowledge Bank (EKB); Helwan University; Egyptian Knowledge Bank (EKB); British University in Egypt,2021.0,INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS,SCIENCE & INFORMATION SAI ORGANIZATION LTD,,,20230520-160000,20230521-044735
,wos,A Scalable Methodology to Guide Student Teams Executing Computing Projects,"This article reports on a sequential mixed-methods research study, which compared different approaches on how to guide students through a semester-long data science project. Four different methodologies, ranging from a traditional just assign some intermediate milestones to other more Agile methodologies, were first compared via a controlled experiment. The results of this initial experiment showed that the project methodology used made a significant difference in student outcomes. Surprisingly, the Agile Kanban approach was found to be much more effective than the Agile Scrum methodology. Based on these initial results, in the second semester, we focused on use of the Kanban methodology. The findings in the second, more qualitative phase, confirmed the methodology's usefulness and scalability. A key issue when using the scrum methodology was that the students had a very difficult time estimating what could be completed in each of their two-week sprints. The Kanban board, which visually shows and limits work-in-progress, was found to be an effective way for students to communicate with each other as well as with their instructor. In addition, Agile Kanban also streamlined the work required for instructors to efficiently provide guidance to student teams and to understand each team's status. In summary, a scalable Kanban methodology, which can be applied to a wide variety of student computing projects, was found to an effective methodology to guide and manage student projects, improving student outcomes and minimizing instructor workload.",Project-based learning; scalable methodologies; project methodologies,"Saltz, JS; Heckman, RR",Syracuse University,2018.0,ACM TRANSACTIONS ON COMPUTING EDUCATION,ASSOC COMPUTING MACHINERY,,10.1145/3145477,20230520-160000,20230521-044735
,wos,Managing and Composing Teams in Data Science: An Empirical Study,"Data science projects have become commonplace over the last decade. During this time, the practices of running such projects, together with the tools used to run them, have evolved considerably. Furthermore, there are various studies on data science workflows and data science project teams. However, studies looking into both workflows and teams are still scarce and comprehensive works to build a holistic view do not exist. This study bases on a prior case study on roles and processes in data science. The goal here is to create a deeper understanding of data science projects and development processes. We conducted a survey targeted at experts working in the field of data science (n=50) to understand data science projects' team structure, roles in the teams, utilized project management practices and the challenges in data science work. Results show little difference between big data projects and other data science. The found differences, however, give pointers for future research on how agile data science projects are, and how important is the role of supporting project management personnel. The current study is work in progress and attempts to spark discussion and new research directions.",Data science; agile practices; teamwork; project management,"Aho, T; Kilamo, T; Lwakatare, L; Mikkonen, T; Sievi-Korte, O; Yaman, S",Tampere University; University of Helsinki; University of Jyvaskyla,2021.0,2021 IEEE INTERNATIONAL CONFERENCE ON BIG DATA (BIG DATA),IEEE,,10.1109/BigData52589.2021.9671737,20230520-160000,20230521-044735
,wos,A Review and Future Direction of Business Analytics Project Delivery,"Business analytics is a core competency critical to organizations to stay competitive; however, many organizations are challenged at business analytics delivery, and these projects have a high rate of failure. The volume, variety, and velocity of the big data phenomenon and the lack of current methodologies for delivering business analytics projects are the primary challenges. Applying traditional information technology project methodologies is problematic and has been identified as the largest contributing factor for business analytics project failure. Business analytics projects focus on delivering data insights as well as software delivery. Agile methodologies focus on the ability to respond to change through incremental, iterative processes. Agile methodologies in software delivery have been on the rise, and the dynamic principles align with the discovery nature of business analytics projects. This article explores the big data phenomenon, its impact on business analytics project delivery, and recommends an agile framework for business analytic project delivery using agile methodology principles and practices.",Agile methodologies; Analytics projects; Big data; CRISP-DM; Agile software development,"Larson, D",,2019.0,ALIGNING BUSINESS STRATEGIES AND ANALYTICS: BRIDGING BETWEEN THEORY AND PRACTICE,SPRINGER INTERNATIONAL PUBLISHING AG,,10.1007/978-3-319-93299-6_7,20230520-160000,20230521-044735
,wos,Big Data Analytics on Cyber Attack Graphs for Prioritizing Agile Security Requirements,"In enterprise environments, the amount of managed assets and vulnerabilities that can be exploited is staggering. Hackers' lateral movements between such assets generate a complex big data graph, that contains potential hacking paths. In this vision paper, we enumerate risk-reduction security requirements in large scale environments, then present the Agile Security methodology and technologies for detection, modeling, and constant prioritization of security requirements, agile style. Agile Security models different types of security requirements into the context of an attack graph, containing business process targets and critical assets identification, configuration items, and possible impacts of cyber-attacks. By simulating and analyzing virtual adversary attack paths toward cardinal assets, Agile Security examines the business impact on business processes and prioritizes surgical requirements. Thus, handling these requirements backlog that are constantly evaluated as an outcome of employing Agile Security, gradually increases system hardening, reduces business risks and informs the IT service desk or Security Operation Center what remediation action to perform next. Once remediated, Agile Security constantly recomputes residual risk, assessing risk increase by threat intelligence or infrastructure changes versus defender's remediation actions in order to drive overall attack surface reduction.",Security Requirements; Requirements Prioritization; Agile Security; Attack Graph; Graph Analytics; Attack Path; Remediation Requirements; Attack Surface; Cyber Digital Twin,"Hadar, E; Hassanzadeh, A",Accenture,2019.0,2019 27TH IEEE INTERNATIONAL REQUIREMENTS ENGINEERING CONFERENCE (RE 2019),IEEE COMPUTER SOC,,10.1109/RE.2019.00042,20230520-160000,20230521-044735
,wos,Agile supply chain analytic approach: a case study combining agile and CRISP-DM in an end-to-end supply chain,"In the current competitive environment, Big Data Analytics (BDA) has become a prominent metric to reach an integrated, efficient, and effective supply chain (SC). In the literature, the BDA capabilities have been at the forefront of research in operational supply chain management (SCM), however, there has been a paucity of literature regarding its technical and organisational implementation in the industry. Hence, despite its capabilities and importance, many organisations are reluctant to adopt this promising concept in SC operations management, due to the ambiguity of its practical implementation from a technical and organisational point of view. To address this gap, this paper draws on agile project management, data mining model processing, and case study approaches to propose and test a framework for BDA organisational implementation in SCM. The feasibility of the proposed framework is illustrated and tested by a case study in an end-to-end SC within a large corporation. Our contribution lies in handling the organisational, managerial, and socio-technical challenges of BDA projects implementation in SCM.",Supply chain management; Big Data Analytics; agile methodology; CRISP-DM methodology; Scrum; project management,"Hamdani, FE; Quintero, IAQ; Enjolras, M; Camargo, M; Monticolo, D; Lelong, C",Universite de Lorraine,,SUPPLY CHAIN FORUM,TAYLOR & FRANCIS LTD,,10.1080/16258312.2022.2064721,20230520-160000,20230521-044735
,wos,Big Data analytics in Agile software development: A systematic mapping study,"Context: Over the last decade, Agile methods have changed the software development process in an unparalleled way and with the increasing popularity of Big Data, optimizing development cycles through data analytics is becoming a commodity. Objective: Although a myriad of research exists on software analytics as well as on Agile software development (ASD) practice on itself, there exists no systematic overview of the research done on ASD from a data analytics perspective. Therefore, the objective of this work is to make progress by linking ASD with Big Data analytics (BDA). Method: As the primary method to find relevant literature on the topic, we performed manual search and snowballing on papers published between 2011 and 2019. Results: In total, 88 primary studies were selected and analyzed. Our results show that BDA is employed throughout the whole ASD lifecycle. The results reveal that data-driven software development is focused on the following areas: code repository analytics, defects/bug fixing, testing, project management analytics, and application usage analytics. Conclusions: As BDA and ASD are fast-developing areas, improving the productivity of software development teams is one of the most important objectives BDA is facing in the industry. This study provides scholars with information about the state of software analytics research and the current trends as well as applications in the business environment. Whereas, thanks to this literature review, practitioners should be able to understand better how to obtain actionable insights from their software artifacts and on which aspects of data analytics to focus when investing in such initiatives.",Agile software development; Software analytics; Data analytics; Machine learning; Artificial intelligence; Literature review,"Biesialska, K; Franch, X; Muntes-Mulero, V",Universitat Politecnica de Catalunya,2021.0,INFORMATION AND SOFTWARE TECHNOLOGY,ELSEVIER,,10.1016/j.infsof.2020.106448,20230520-160000,20230521-044735
,wos,Agile Business Intelligence: Combining Big Data and Business Intelligence to Responsive Decision Model,"Big data and instant information on the external environment of enterprises are critical for decision-making; however, little attention is paid to contemporary business intelligence (BI) theories and practices. This study proposes a new business decision model, agile BI (ABI), which integrates external big data and internal BI to facilitate decision-making for enterprises in a dynamic and rapidly changing environment. This novel model presents two contributions to research in this field: (1) it proposes a new architecture combining external and internal information and (2) it integrates external big data, such as hot searches, social media, news, popular issues, and competitors' information, to increase the accuracy of BI. This study takes international expansion as an example and simulates the international investment decisions of Taiwanese firms by importing data from a search engine, competitors, and firm-specific datasets. The results show that the proposed ABI model not only responds quickly to the external environment but also enhances decision-making efficiently.",Big data; Business intelligence; Decision making,"Chang, BJ",Feng Chia University,2018.0,JOURNAL OF INTERNET TECHNOLOGY,"LIBRARY & INFORMATION CENTER, NAT DONG HWA UNIV",,10.3966/160792642018111906007,20230520-160000,20230521-044735
,wos,Identifying the most Common Frameworks Data Science Teams Use to Structure and Coordinate their Projects,"This paper presents the results of a study focused on exploring which framework, if any, teams use to execute data science projects. The study consisted of a survey of 109 industry professionals, as well as an evaluation of relevant framework terms searched at Google. Overall, CRISP-DM was the most commonly used framework, with Scrum and Kanban being the second and third most frequently used. We note that CRISP-DM is a life cycle framework, whereas Scrum and Kanban are team coordination frameworks. Hence, this research also notes the potential demand for a framework that integrates both life cycle and team coordination aspects of leading a data science project.",Data Science; Big Data; Process Methodology,"Saltz, JS; Hotz, N",Syracuse University; Indiana University System; Indiana University Bloomington,2020.0,2020 IEEE INTERNATIONAL CONFERENCE ON BIG DATA (BIG DATA),IEEE,,10.1109/BigData50022.2020.9377813,20230520-160000,20230521-044735
,wos,DECIDE: An Agile event-and-data driven design methodology for decisional Big Data projects,"Decision making is the lifeblood of the enterprise - from the mundane to the strategically critical. However, the increasing deluge of data makes it more important than ever to understand and use it effectively in every context. Being data drivenis more aspiration than reality in most organizations due to the complexity, volume, variability and velocity of data streams from every customer and employee interaction. The purpose of this paper is to provide a flexible and adaptable methodology for governing, managing and applying data throughout the enterprise, called DECIDE.",Big Data; Methodology; Decisional systems; Agile; Data governance; Data quality,"Sfaxi, L; Ben Aissa, MM",Universite de Carthage; Universite de Carthage,2020.0,DATA & KNOWLEDGE ENGINEERING,ELSEVIER,,10.1016/j.datak.2020.101862,20230520-160000,20230521-044735
,wos,An Improved Agile Framework For Implementing Data Science Initiatives in the Government,"Implementing data mining projects in governmental organizations is emerging in the Middle East. The literature has been showing that there is a significant gap between the problems defined by the research in data mining and the problems in real world projects. The gap is to the level of semantics between the data scientists and the business users. Trying to fill this gap, we have developed an improved Agile data mining framework to fulfill the government business objectives and needs. The previous works had been claiming that handling such project is not yet mature in the region. For this an Agile implementation framework is required. We are also proposing a systematic way for identifying business problems as part of the framework. The process is Agile, so it would start from investigating the data set dimensions to identify business problems. It also allows early Business people cooperation with data scientist. We've applied the proposed framework in one of the Middle East government organizations. The business team and the data scientists have been showing their satisfaction regarding the results of using the proposed framework. The proposed framework have helped both business and data scientist to implement their first initiative in data mining. The proposed framework also helped in efficiently mapping the project with the core business objectives and problems using real world dataset.",data mining; data science; agile framework; business problems; business objectives,"Qadadeh, W; Abdallah, S",,2020.0,2020 3RD INTERNATIONAL CONFERENCE ON INFORMATION AND COMPUTER TECHNOLOGIES (ICICT 2020),IEEE COMPUTER SOC,,10.1109/ICICT50521.2020.00012,20230520-160000,20230521-044735
,wos,"Big Data Analytics as a mediator in Lean, Agile, Resilient, and Green (LARG) practices effects on sustainable supply chains","The effect of big data on the lean, agile, resilient, and green (LARG) supply chain has not been explored much in the literature. This study investigates the role of 'Big Data Analytics' (BDA) as a mediator between 'sustainable supply chain business performance' and key factors, namely, lean practices, social practices, environmental practices, organisational practices, supply chain practices, financial practices, and total quality management. A sample of 297 responses from thirtyseven Indian manufacturing firms was collected. The paper is beneficial for managers and practitioners to understand supply chain analytics, and it addresses challenges in the management of LARG practices to contribute to a sustainable supply chain.",Big data analytics; Manufacturing firms; Supply chain and logistics management; LARG; Business performance and innovation; Sustainability,"Raut, RD; Mangla, SK; Narwane, VS; Dora, M; Liu, MQ",National Institute of Industrial Engineering (NITIE); University of Plymouth; Somaiya Vidyavihar University; K J Somaiya College of Engineering; Brunel University; Hunan University,2021.0,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,PERGAMON-ELSEVIER SCIENCE LTD,,10.1016/j.tre.2020.102170,20230520-160000,20230521-044735
,wos,How big data analytics use improves supply chain performance: considering the role of supply chain and information system strategies,"Purpose Drawing on the dynamic capabilities theory, this paper proposes that supply chain (SC) strategies (i.e. the lean SC and agile SC strategies) will mediate the relationship between big data analytics (BDA) and SC performance. Furthermore, from the perspective of strategic alignment, this study hypothesizes that the effect of the SC strategy on SC performance is differently moderated by the information system (IS) strategy (i.e. the IS innovator and IS conservative strategies). Design/methodology/approach This study used 159 match-paired questionnaires collected from Chinese firms to empirically test the hypotheses. Findings Results show the positive direct and indirect impact of BDA on SC performance. Specifically, the lean and agile SC strategies mediate the relationship between BDA and SC performance. Furthermore, the results indicate that the IS innovator and IS conservative strategies differentially moderate the effect of the lean and agile SC strategies on SC performance. Specifically, the IS innovator strategy positively moderates the effect of the agile SC strategy on SC performance. By contrast, the IS conservative strategy positively moderates the effect of the lean SC strategy on SC performance but negatively moderates the effect of the agile SC strategy on SC performance. Originality/value This study provides a comprehensive understanding of how SC and IS strategies can help firms leverage BDA to improve SC performance.",Big data analytics; Supply chain performance; Lean supply chain strategy; Agile supply chain strategy; IS innovator Strategy; IS conservative Strategy,"Wei, SB; Yin, JM; Chen, W","Hefei University of Technology; Nanjing University of Aeronautics & Astronautics; Chinese Academy of Sciences; University of Science & Technology of China, CAS",2022.0,INTERNATIONAL JOURNAL OF LOGISTICS MANAGEMENT,EMERALD GROUP PUBLISHING LTD,,10.1108/IJLM-06-2020-0255,20230520-160000,20230521-044735
